core.externalId,core.name,core.description,core.businessDescription,core.businessName,custom.data.world.businessSummary,custom.data.world.iri,custom.data.world.columnTypeName,custom.data.world.dataOwner,custom.data.world.dataSteward,core.reference,custom.data.world.restrictedToPublic,custom.data.world.sensitiveData,custom.data.world.status,custom.data.world.technicalSteward,custom.data.world.typePrefix
fl_dn1_tn3_s3_cn43,column name 43,database name 1 table name 3 schema 3 column name 43,,,business summary 241,https://fl-dms.linked.data.world/d/ddw-catalogs/col.241,NUMBER,Joyce Morgan         ,Joyce Morgan         ,,,,,Mel Mascarenhas,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn44,column name 44,database name 1 table name 3 schema 3 column name 44,,,business summary 242,https://fl-dms.linked.data.world/d/ddw-catalogs/col.242,NUMBER,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn45,column name 45,database name 1 table name 3 schema 3 column name 45,,,business summary 243,https://fl-dms.linked.data.world/d/ddw-catalogs/col.243,VARCHAR,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn46,column name 46,database name 1 table name 3 schema 3 column name 46,,,business summary 244,https://fl-dms.linked.data.world/d/ddw-catalogs/col.244,VARCHAR2,Jessica Hollingsworth,Jessica Hollingsworth,,,,,Mel Mascarenhas,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn47,column name 47,database name 1 table name 3 schema 3 column name 47,,,business summary 245,https://fl-dms.linked.data.world/d/ddw-catalogs/col.245,sysname,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn48,column name 48,database name 1 table name 3 schema 3 column name 48,,,business summary 246,https://fl-dms.linked.data.world/d/ddw-catalogs/col.246,varchar,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn49,column name 49,database name 1 table name 3 schema 3 column name 49,,,business summary 247,https://fl-dms.linked.data.world/d/ddw-catalogs/col.247,VARCHAR2,Joyce Morgan         ,Joyce Morgan         ,,,,,Mel Mascarenhas,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn50,column name 50,database name 1 table name 3 schema 3 column name 50,,,business summary 248,https://fl-dms.linked.data.world/d/ddw-catalogs/col.248,NUMBER,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn51,column name 51,database name 1 table name 3 schema 3 column name 51,,,business summary 249,https://fl-dms.linked.data.world/d/ddw-catalogs/col.249,int,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn52,column name 52,database name 1 table name 3 schema 3 column name 52,,,business summary 250,https://fl-dms.linked.data.world/d/ddw-catalogs/col.250,VARCHAR,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn53,column name 53,database name 1 table name 3 schema 3 column name 53,,,business summary 251,https://fl-dms.linked.data.world/d/ddw-catalogs/col.251,NUMBER,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn54,column name 54,database name 1 table name 3 schema 3 column name 54,,,business summary 252,https://fl-dms.linked.data.world/d/ddw-catalogs/col.252,NUMBER,Kathy Gould          ,Kathy Gould          ,,,,,Mel Mascarenhas,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn55,column name 55,database name 1 table name 3 schema 3 column name 55,,,business summary 253,https://fl-dms.linked.data.world/d/ddw-catalogs/col.253,NUMBER,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn56,column name 56,database name 1 table name 3 schema 3 column name 56,,,business summary 254,https://fl-dms.linked.data.world/d/ddw-catalogs/col.254,VARCHAR2,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn57,column name 57,database name 1 table name 3 schema 3 column name 57,,,business summary 255,https://fl-dms.linked.data.world/d/ddw-catalogs/col.255,VARCHAR2,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn58,column name 58,database name 1 table name 3 schema 3 column name 58,,,business summary 256,https://fl-dms.linked.data.world/d/ddw-catalogs/col.256,VARCHAR2,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn59,column name 59,database name 1 table name 3 schema 3 column name 59,,,business summary 257,https://fl-dms.linked.data.world/d/ddw-catalogs/col.257,VARCHAR2,Jessica Hollingsworth,Jessica Hollingsworth,,,,,Mel Mascarenhas,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn60,column name 60,database name 1 table name 3 schema 3 column name 60,,,business summary 258,https://fl-dms.linked.data.world/d/ddw-catalogs/col.258,int,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn61,column name 61,database name 1 table name 3 schema 3 column name 61,,,business summary 259,https://fl-dms.linked.data.world/d/ddw-catalogs/col.259,CHAR,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn62,column name 62,database name 1 table name 3 schema 3 column name 62,,,business summary 260,https://fl-dms.linked.data.world/d/ddw-catalogs/col.260,VARCHAR2,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn63,column name 63,database name 1 table name 3 schema 3 column name 63,,,business summary 261,https://fl-dms.linked.data.world/d/ddw-catalogs/col.261,varchar,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn64,column name 64,database name 1 table name 3 schema 3 column name 64,,,business summary 262,https://fl-dms.linked.data.world/d/ddw-catalogs/col.262,TIMESTAMP,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn65,column name 65,database name 1 table name 3 schema 3 column name 65,,,business summary 263,https://fl-dms.linked.data.world/d/ddw-catalogs/col.263,int,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn66,column name 66,database name 1 table name 3 schema 3 column name 66,,,business summary 264,https://fl-dms.linked.data.world/d/ddw-catalogs/col.264,VARCHAR2,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn67,column name 67,database name 1 table name 3 schema 3 column name 67,,,business summary 265,https://fl-dms.linked.data.world/d/ddw-catalogs/col.265,VARCHAR2,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn68,column name 68,database name 1 table name 3 schema 3 column name 68,,,business summary 266,https://fl-dms.linked.data.world/d/ddw-catalogs/col.266,VARCHAR2,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn69,column name 69,database name 1 table name 3 schema 3 column name 69,,,business summary 267,https://fl-dms.linked.data.world/d/ddw-catalogs/col.267,VARCHAR2,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn70,column name 70,database name 1 table name 3 schema 3 column name 70,,,business summary 268,https://fl-dms.linked.data.world/d/ddw-catalogs/col.268,NUMBER,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn71,column name 71,database name 1 table name 3 schema 3 column name 71,,,business summary 269,https://fl-dms.linked.data.world/d/ddw-catalogs/col.269,datetime,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn72,column name 72,database name 1 table name 3 schema 3 column name 72,,,business summary 270,https://fl-dms.linked.data.world/d/ddw-catalogs/col.270,DATE,Keith Brinkman       ,Keith Brinkman       ,,,,,Mel Mascarenhas,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn73,column name 73,database name 1 table name 3 schema 3 column name 73,,,business summary 271,https://fl-dms.linked.data.world/d/ddw-catalogs/col.271,NUMBER,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn74,column name 74,database name 1 table name 3 schema 3 column name 74,,,business summary 272,https://fl-dms.linked.data.world/d/ddw-catalogs/col.272,varchar,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn75,column name 75,database name 1 table name 3 schema 3 column name 75,,,business summary 273,https://fl-dms.linked.data.world/d/ddw-catalogs/col.273,NUMBER,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn76,column name 76,database name 1 table name 3 schema 3 column name 76,,,business summary 274,https://fl-dms.linked.data.world/d/ddw-catalogs/col.274,NUMBER,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn77,column name 77,database name 1 table name 3 schema 3 column name 77,,,business summary 275,https://fl-dms.linked.data.world/d/ddw-catalogs/col.275,varchar,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn78,column name 78,database name 1 table name 3 schema 3 column name 78,,,business summary 276,https://fl-dms.linked.data.world/d/ddw-catalogs/col.276,varchar,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn79,column name 79,database name 1 table name 3 schema 3 column name 79,,,business summary 277,https://fl-dms.linked.data.world/d/ddw-catalogs/col.277,VARCHAR,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn80,column name 80,database name 1 table name 3 schema 3 column name 80,,,business summary 278,https://fl-dms.linked.data.world/d/ddw-catalogs/col.278,varchar,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn81,column name 81,database name 1 table name 3 schema 3 column name 81,,,business summary 279,https://fl-dms.linked.data.world/d/ddw-catalogs/col.279,varchar,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn82,column name 82,database name 1 table name 3 schema 3 column name 82,,,business summary 280,https://fl-dms.linked.data.world/d/ddw-catalogs/col.280,NUMBER,Jessica Hollingsworth,Jessica Hollingsworth,,,,,Mel Mascarenhas,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn83,column name 83,database name 1 table name 3 schema 3 column name 83,,,business summary 281,https://fl-dms.linked.data.world/d/ddw-catalogs/col.281,varchar,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn84,column name 84,database name 1 table name 3 schema 3 column name 84,,,business summary 282,https://fl-dms.linked.data.world/d/ddw-catalogs/col.282,varchar,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn85,column name 85,database name 1 table name 3 schema 3 column name 85,,,business summary 283,https://fl-dms.linked.data.world/d/ddw-catalogs/col.283,DATE,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn86,column name 86,database name 1 table name 3 schema 3 column name 86,,,business summary 284,https://fl-dms.linked.data.world/d/ddw-catalogs/col.284,varchar,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn87,column name 87,database name 1 table name 3 schema 3 column name 87,,,business summary 285,https://fl-dms.linked.data.world/d/ddw-catalogs/col.285,TIMESTAMP,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn88,column name 88,database name 1 table name 3 schema 3 column name 88,,,business summary 286,https://fl-dms.linked.data.world/d/ddw-catalogs/col.286,CLOB,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn89,column name 89,database name 1 table name 3 schema 3 column name 89,,,business summary 287,https://fl-dms.linked.data.world/d/ddw-catalogs/col.287,DATE,Cheri Holliday,Brenda Hough,,Yes,,,Nikki Turlington,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn90,column name 90,database name 1 table name 3 schema 3 column name 90,,,business summary 288,https://fl-dms.linked.data.world/d/ddw-catalogs/col.288,NUMBER,Joyce Morgan         ,Joyce Morgan         ,,,,,Mel Mascarenhas,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn91,column name 91,database name 1 table name 3 schema 3 column name 91,,,business summary 289,https://fl-dms.linked.data.world/d/ddw-catalogs/col.289,NUMBER,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn92,column name 92,database name 1 table name 3 schema 3 column name 92,,,business summary 290,https://fl-dms.linked.data.world/d/ddw-catalogs/col.290,varchar,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn93,column name 93,database name 1 table name 3 schema 3 column name 93,,,business summary 291,https://fl-dms.linked.data.world/d/ddw-catalogs/col.291,NUMBER,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn94,column name 94,database name 1 table name 3 schema 3 column name 94,,,business summary 292,https://fl-dms.linked.data.world/d/ddw-catalogs/col.292,VARCHAR2,Kathy Gould          ,Kathy Gould          ,,,,,Mel Mascarenhas,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn95,column name 95,database name 1 table name 3 schema 3 column name 95,,,business summary 293,https://fl-dms.linked.data.world/d/ddw-catalogs/col.293,VARCHAR2,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn96,column name 96,database name 1 table name 3 schema 3 column name 96,,,business summary 294,https://fl-dms.linked.data.world/d/ddw-catalogs/col.294,int,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn97,column name 97,database name 1 table name 3 schema 3 column name 97,,,business summary 295,https://fl-dms.linked.data.world/d/ddw-catalogs/col.295,DATE,Kathy Gould          ,Kathy Gould          ,,,,,Mel Mascarenhas,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn98,column name 98,database name 1 table name 3 schema 3 column name 98,,,business summary 296,https://fl-dms.linked.data.world/d/ddw-catalogs/col.296,NUMBER,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn99,column name 99,database name 1 table name 3 schema 3 column name 99,,,business summary 297,https://fl-dms.linked.data.world/d/ddw-catalogs/col.297,VARCHAR,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn100,column name 100,database name 1 table name 3 schema 3 column name 100,,,business summary 298,https://fl-dms.linked.data.world/d/ddw-catalogs/col.298,VARCHAR2,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn101,column name 101,database name 1 table name 3 schema 3 column name 101,,,business summary 299,https://fl-dms.linked.data.world/d/ddw-catalogs/col.299,bit,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn102,column name 102,database name 1 table name 3 schema 3 column name 102,,,business summary 300,https://fl-dms.linked.data.world/d/ddw-catalogs/col.300,VARCHAR2,Valerie Reglat       ,Valerie Reglat       ,,,,,Mel Mascarenhas,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn103,column name 103,database name 1 table name 3 schema 3 column name 103,,,business summary 301,https://fl-dms.linked.data.world/d/ddw-catalogs/col.301,TIMESTAMP,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn104,column name 104,database name 1 table name 3 schema 3 column name 104,,,business summary 302,https://fl-dms.linked.data.world/d/ddw-catalogs/col.302,VARCHAR2,Valerie Reglat       ,Valerie Reglat       ,,,,,Mel Mascarenhas,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn105,column name 105,database name 1 table name 3 schema 3 column name 105,,,business summary 303,https://fl-dms.linked.data.world/d/ddw-catalogs/col.303,int,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn106,column name 106,database name 1 table name 3 schema 3 column name 106,,,business summary 304,https://fl-dms.linked.data.world/d/ddw-catalogs/col.304,DATE,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn107,column name 107,database name 1 table name 3 schema 3 column name 107,,,business summary 305,https://fl-dms.linked.data.world/d/ddw-catalogs/col.305,int,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn108,column name 108,database name 1 table name 3 schema 3 column name 108,,,business summary 306,https://fl-dms.linked.data.world/d/ddw-catalogs/col.306,NUMBER,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn109,column name 109,database name 1 table name 3 schema 3 column name 109,,,business summary 307,https://fl-dms.linked.data.world/d/ddw-catalogs/col.307,NUMBER,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn110,column name 110,database name 1 table name 3 schema 3 column name 110,,,business summary 308,https://fl-dms.linked.data.world/d/ddw-catalogs/col.308,VARCHAR2,Jessica Hollingsworth,Jessica Hollingsworth,,,,,Mel Mascarenhas,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn111,column name 111,database name 1 table name 3 schema 3 column name 111,,,business summary 309,https://fl-dms.linked.data.world/d/ddw-catalogs/col.309,VARCHAR2,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn112,column name 112,database name 1 table name 3 schema 3 column name 112,,,business summary 310,https://fl-dms.linked.data.world/d/ddw-catalogs/col.310,VARCHAR,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn113,column name 113,database name 1 table name 3 schema 3 column name 113,,,business summary 311,https://fl-dms.linked.data.world/d/ddw-catalogs/col.311,DATE,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn114,column name 114,database name 1 table name 3 schema 3 column name 114,,,business summary 312,https://fl-dms.linked.data.world/d/ddw-catalogs/col.312,varchar,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn115,column name 115,database name 1 table name 3 schema 3 column name 115,,,business summary 313,https://fl-dms.linked.data.world/d/ddw-catalogs/col.313,varchar,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn116,column name 116,database name 1 table name 3 schema 3 column name 116,,,business summary 314,https://fl-dms.linked.data.world/d/ddw-catalogs/col.314,VARCHAR2,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn117,column name 117,database name 1 table name 3 schema 3 column name 117,,,business summary 315,https://fl-dms.linked.data.world/d/ddw-catalogs/col.315,DATE,Joyce Morgan         ,Joyce Morgan         ,,,,,Mel Mascarenhas,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn118,column name 118,database name 1 table name 3 schema 3 column name 118,,,business summary 316,https://fl-dms.linked.data.world/d/ddw-catalogs/col.316,INTERVAL DAY(3) TO SECOND(2),,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn119,column name 119,database name 1 table name 3 schema 3 column name 119,,,business summary 317,https://fl-dms.linked.data.world/d/ddw-catalogs/col.317,NUMBER,Joyce Morgan         ,Joyce Morgan         ,,,,,Mel Mascarenhas,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn120,column name 120,database name 1 table name 3 schema 3 column name 120,,,business summary 318,https://fl-dms.linked.data.world/d/ddw-catalogs/col.318,DATE,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn121,column name 121,database name 1 table name 3 schema 3 column name 121,,,business summary 319,https://fl-dms.linked.data.world/d/ddw-catalogs/col.319,varchar,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn122,column name 122,database name 1 table name 3 schema 3 column name 122,,,business summary 320,https://fl-dms.linked.data.world/d/ddw-catalogs/col.320,nvarchar,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn123,column name 123,database name 1 table name 3 schema 3 column name 123,,,business summary 321,https://fl-dms.linked.data.world/d/ddw-catalogs/col.321,VARCHAR2,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn124,column name 124,database name 1 table name 3 schema 3 column name 124,,,business summary 322,https://fl-dms.linked.data.world/d/ddw-catalogs/col.322,varchar,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn125,column name 125,database name 1 table name 3 schema 3 column name 125,,,business summary 323,https://fl-dms.linked.data.world/d/ddw-catalogs/col.323,CHAR,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn126,column name 126,database name 1 table name 3 schema 3 column name 126,,,business summary 324,https://fl-dms.linked.data.world/d/ddw-catalogs/col.324,NUMBER,Kathy Gould          ,Kathy Gould          ,,,,,Mel Mascarenhas,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn127,column name 127,database name 1 table name 3 schema 3 column name 127,,,business summary 325,https://fl-dms.linked.data.world/d/ddw-catalogs/col.325,varchar,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn128,column name 128,database name 1 table name 3 schema 3 column name 128,,,business summary 326,https://fl-dms.linked.data.world/d/ddw-catalogs/col.326,NUMBER,Kelly Recio          ,Kelly Recio          ,,,,,Mel Mascarenhas,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn129,column name 129,database name 1 table name 3 schema 3 column name 129,,,business summary 327,https://fl-dms.linked.data.world/d/ddw-catalogs/col.327,NUMBER,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn130,column name 130,database name 1 table name 3 schema 3 column name 130,,,business summary 328,https://fl-dms.linked.data.world/d/ddw-catalogs/col.328,varchar,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn131,column name 131,database name 1 table name 3 schema 3 column name 131,,,business summary 329,https://fl-dms.linked.data.world/d/ddw-catalogs/col.329,VARCHAR2,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn132,column name 132,database name 1 table name 3 schema 3 column name 132,,,business summary 330,https://fl-dms.linked.data.world/d/ddw-catalogs/col.330,bit,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn133,column name 133,database name 1 table name 3 schema 3 column name 133,,,business summary 331,https://fl-dms.linked.data.world/d/ddw-catalogs/col.331,varchar,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn134,column name 134,database name 1 table name 3 schema 3 column name 134,,,business summary 332,https://fl-dms.linked.data.world/d/ddw-catalogs/col.332,VARCHAR2,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn135,column name 135,database name 1 table name 3 schema 3 column name 135,,,business summary 333,https://fl-dms.linked.data.world/d/ddw-catalogs/col.333,VARCHAR2,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn136,column name 136,database name 1 table name 3 schema 3 column name 136,,,business summary 334,https://fl-dms.linked.data.world/d/ddw-catalogs/col.334,NUMBER,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn137,column name 137,database name 1 table name 3 schema 3 column name 137,,,business summary 335,https://fl-dms.linked.data.world/d/ddw-catalogs/col.335,NUMBER,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn138,column name 138,database name 1 table name 3 schema 3 column name 138,,,business summary 336,https://fl-dms.linked.data.world/d/ddw-catalogs/col.336,VARCHAR2,Joyce Morgan         ,Joyce Morgan         ,,,,,Mel Mascarenhas,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn139,column name 139,database name 1 table name 3 schema 3 column name 139,,,business summary 337,https://fl-dms.linked.data.world/d/ddw-catalogs/col.337,DATE,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn140,column name 140,database name 1 table name 3 schema 3 column name 140,,,business summary 338,https://fl-dms.linked.data.world/d/ddw-catalogs/col.338,NUMBER,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn141,column name 141,database name 1 table name 3 schema 3 column name 141,,,business summary 339,https://fl-dms.linked.data.world/d/ddw-catalogs/col.339,CHAR,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn142,column name 142,database name 1 table name 3 schema 3 column name 142,,,business summary 340,https://fl-dms.linked.data.world/d/ddw-catalogs/col.340,VARCHAR2,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn143,column name 143,database name 1 table name 3 schema 3 column name 143,,,business summary 341,https://fl-dms.linked.data.world/d/ddw-catalogs/col.341,CHAR,Kelly Recio          ,Kelly Recio          ,,,,,Mel Mascarenhas,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn144,column name 144,database name 1 table name 3 schema 3 column name 144,,,business summary 342,https://fl-dms.linked.data.world/d/ddw-catalogs/col.342,VARCHAR2,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn145,column name 145,database name 1 table name 3 schema 3 column name 145,,,business summary 343,https://fl-dms.linked.data.world/d/ddw-catalogs/col.343,BIT,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn146,column name 146,database name 1 table name 3 schema 3 column name 146,,,business summary 344,https://fl-dms.linked.data.world/d/ddw-catalogs/col.344,NUMBER,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn147,column name 147,database name 1 table name 3 schema 3 column name 147,,,business summary 345,https://fl-dms.linked.data.world/d/ddw-catalogs/col.345,varchar,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn148,column name 148,database name 1 table name 3 schema 3 column name 148,,,business summary 346,https://fl-dms.linked.data.world/d/ddw-catalogs/col.346,TIMESTAMP(6),,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn149,column name 149,database name 1 table name 3 schema 3 column name 149,,,business summary 347,https://fl-dms.linked.data.world/d/ddw-catalogs/col.347,CHAR,Kathy Gould          ,Kathy Gould          ,,,,,Mel Mascarenhas,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn150,column name 150,database name 1 table name 3 schema 3 column name 150,,,business summary 348,https://fl-dms.linked.data.world/d/ddw-catalogs/col.348,BIT,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn151,column name 151,database name 1 table name 3 schema 3 column name 151,,,business summary 349,https://fl-dms.linked.data.world/d/ddw-catalogs/col.349,NUMBER,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn152,column name 152,database name 1 table name 3 schema 3 column name 152,,,business summary 350,https://fl-dms.linked.data.world/d/ddw-catalogs/col.350,VARCHAR2,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn153,column name 153,database name 1 table name 3 schema 3 column name 153,,,business summary 351,https://fl-dms.linked.data.world/d/ddw-catalogs/col.351,varchar,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn154,column name 154,database name 1 table name 3 schema 3 column name 154,,,business summary 352,https://fl-dms.linked.data.world/d/ddw-catalogs/col.352,int,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn155,column name 155,database name 1 table name 3 schema 3 column name 155,,,business summary 353,https://fl-dms.linked.data.world/d/ddw-catalogs/col.353,VARCHAR2,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn156,column name 156,database name 1 table name 3 schema 3 column name 156,,,business summary 354,https://fl-dms.linked.data.world/d/ddw-catalogs/col.354,NUMBER,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn157,column name 157,database name 1 table name 3 schema 3 column name 157,,,business summary 355,https://fl-dms.linked.data.world/d/ddw-catalogs/col.355,VARCHAR2,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn158,column name 158,database name 1 table name 3 schema 3 column name 158,,,business summary 356,https://fl-dms.linked.data.world/d/ddw-catalogs/col.356,VARCHAR2,Kelly Recio          ,Kelly Recio          ,,,,,Mel Mascarenhas,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn159,column name 159,database name 1 table name 3 schema 3 column name 159,,,business summary 357,https://fl-dms.linked.data.world/d/ddw-catalogs/col.357,NUMBER,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn160,column name 160,database name 1 table name 3 schema 3 column name 160,,,business summary 358,https://fl-dms.linked.data.world/d/ddw-catalogs/col.358,varchar,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn161,column name 161,database name 1 table name 3 schema 3 column name 161,,,business summary 359,https://fl-dms.linked.data.world/d/ddw-catalogs/col.359,NUMBER,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn162,column name 162,database name 1 table name 3 schema 3 column name 162,,,business summary 360,https://fl-dms.linked.data.world/d/ddw-catalogs/col.360,TIMESTAMP,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn163,column name 163,database name 1 table name 3 schema 3 column name 163,,,business summary 361,https://fl-dms.linked.data.world/d/ddw-catalogs/col.361,NUMBER,,,,,,,,https://dwec.data.world/v0/
